date,variable,Western area rural,Tonkolili,Police traning School,Kenema,Western area,Bo EMC,Western area urban,34 Military Hospital,Port Loko,Bo,Pujehun,Kambia,Koinadugu,Kailahun,Moyamba,Bombali,Kono,National,Kenema (IFRC),Bonthe,Police training School
2014-08-31,etc_currently_admitted,,,,,,,,,,,,,,64,,,,,,,
2014-08-31,etc_cum_admission,,,,294,,,,,,,,,,399,,,,,,,
2014-08-31,etc_new_deaths,,,,,,,,,,,,,,4,,,,,,,
2014-08-31,etc_cum_deaths,,,,180,,,,,,,,,,177,,,,,,,
2014-08-31,etc_new_discharges,,,,,,,,,,,,,,0,,,,,,,
2014-08-31,etc_cum_discharges,,,,69,,,,,,,,,,175,,,,,,,
2014-08-31,cum_contacts,135,362,,2032,,,615,,911,581,208,0,,1287,144,484,53,6844,,32,
2014-08-31,cum_completed_contacts,0,11,,1381,,,357,,88,298,74,0,,1017,55,100,38,3445,,26,
2014-08-31,contacts_followed,135,351,,523,,,258,,823,283,204,0,,246,89,384,0,3302,,6,
2014-08-31,new_contacts,21,10,,164,,,62,,19,0,0,0,,35,0,8,0,319,,0,
2014-08-31,contacts_healthy,133,351,,478,,,258,,800,282,204,0,,246,89,377,0,3224,,6,
2014-08-31,contacts_ill,2,0,,6,,,0,,1,0,0,0,,0,0,6,0,15,,0,
2014-08-31,contacts_not_seen,0,0,,39,,,0,,22,1,0,0,,0,0,1,0,63,,0,
2014-08-31,new_completed_contacts,0,0,,35,,,0,,0,0,0,0,,0,0,0,0,35,,0,
2014-08-31,percent_seen,100%,100%,,92%,,,100%,,97%,99%,100%,,,100%,100%,99%,,98%,,100%,
2014-09-01,population,263619,434937,,653013,,,1040888,,557978,654142,335574,341690,335471,465048,278119,494139,325003,6348350,,168729,
2014-09-01,new_noncase,0,0,,0,,,1,,0,0,0,0,0,1,0,0,1,3,,0,
2014-09-01,new_suspected,0,0,,0,,,0,,0,0,1,0,0,0,0,0,1,2,,0,
2014-09-01,new_probable,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,
2014-09-01,new_confirmed,4,0,,0,,,3,,0,1,0,0,0,1,0,0,0,9,,0,
2014-09-01,cum_noncase,18,16,,409,,,91,,19,76,3,3,22,247,17,20,19,960,,0,
2014-09-01,cum_suspected,2,1,,11,,,5,,3,1,1,0,0,15,0,1,34,74,,0,
2014-09-01,cum_probable,0,0,,0,,,1,,1,1,0,0,0,32,0,1,1,37,,0,
2014-09-01,cum_confirmed,32,16,,356,,,54,,70,51,7,1,0,470,9,44,4,1115,,1,
2014-09-01,death_suspected,0,0,,4,,,1,,1,0,0,0,0,4,0,0,1,11,,0,
2014-09-01,death_probable,0,0,,0,,,1,,1,0,0,0,0,35,0,0,0,37,,0,
2014-09-01,death_confirmed,2,2,,178,,,2,,2,16,1,0,0,180,4,6,2,396,,1,
2014-09-01,cfr,6.3,12.5,,50,,,3.7,,2.9,31.4,14.3,0,0,38.3,44.4,13.6,0,35.5,,100,
2014-09-01,etc_new_admission,,,,,,,,,,,,,,5,,,,,,,
2014-09-01,etc_currently_admitted,,,,,,,,,,,,,,75,,,,,,,
2014-09-01,etc_cum_admission,,,,294,,,,,,,,,,404,,,,,,,
2014-09-01,etc_new_deaths,,,,,,,,,,,,,,5,,,,,,,
2014-09-01,etc_cum_deaths,,,,180,,,,,,,,,,183,,,,,,,
2014-09-01,etc_new_discharges,,,,,,,,,,,,,,3,,,,,,,
2014-09-01,etc_cum_discharges,,,,69,,,,,,,,,,182,,,,,,,
2014-09-01,cum_contacts,142,416,,2068,,,635,,1004,586,208,0,,1315,144,494,106,7150,,32,
2014-09-01,cum_completed_contacts,0,16,,1447,,,357,,88,298,124,0,,1070,66,108,0,3600,,26,
2014-09-01,contacts_followed,142,416,,645,,,278,,916,288,54,0,,245,78,386,56,3510,,6,
2014-09-01,new_contacts,7,54,,36,,,20,,93,5,0,0,,28,0,10,0,253,,0,
2014-09-01,contacts_healthy,142,415,,645,,,278,,840,285,54,0,,237,78,379,53,3412,,6,
2014-09-01,contacts_ill,0,1,,0,,,0,,0,1,0,0,,8,0,6,3,19,,0,
2014-09-01,contacts_not_seen,0,0,,0,,,0,,76,2,0,0,,0,0,1,0,79,,0,
2014-09-01,new_completed_contacts,0,5,,6,,,0,,0,0,50,0,,53,11,8,0,133,,0,
2014-09-01,percent_seen,100%,100%,,100%,,,100%,,92%,98%,100%,,,100%,100%,99%,100,98%,,100%,
2014-09-02,population,263619,434937,,653013,,,1040888,,557978,654142,335574,341690,335471,465048,278119,494139,325003,6348350,,168729,
2014-09-02,new_noncase,2,3,,6,,,5,,2,0,0,0,0,3,0,0,0,21,,0,
2014-09-02,new_suspected,0,0,,3,,,0,,0,0,0,0,0,1,0,0,0,4,,0,
2014-09-02,new_probable,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,
2014-09-02,new_confirmed,1,1,,9,,,4,,5,1,0,0,0,10,0,0,0,31,,0,
2014-09-02,cum_noncase,20,19,,415,,,96,,21,76,3,3,22,250,17,20,19,981,,0,
2014-09-02,cum_suspected,2,1,,14,,,5,,3,1,1,0,0,16,0,1,34,78,,0,
2014-09-02,cum_probable,0,0,,0,,,1,,1,1,0,0,0,32,0,1,1,37,,0,
2014-09-02,cum_confirmed,33,17,,365,,,58,,75,52,7,1,0,480,9,44,4,1146,,1,
2014-09-02,death_suspected,0,0,,4,,,1,,1,0,0,0,0,4,0,0,1,11,,0,
2014-09-02,death_probable,0,0,,0,,,1,,1,0,0,0,0,35,0,0,0,37,,0,
2014-09-02,death_confirmed,2,2,,181,,,2,,2,16,1,0,0,180,4,6,2,399,,1,
2014-09-02,cfr,6.1,11.8,,49.6,,,3.4,,2.7,30.8,14.3,0,0,37.5,44.4,13.6,0,34.8,,100,
2014-09-02,etc_new_admission,,,,,,,,,,,,,,5,,,,,,,
2014-09-02,etc_currently_admitted,,,,,,,,,,,,,,74,,,,,,,
2014-09-02,etc_cum_admission,,,,294,,,,,,,,,,409,,,,,,,
2014-09-02,etc_new_deaths,,,,,,,,,,,,,,3,,,,,,,
2014-09-02,etc_cum_deaths,,,,180,,,,,,,,,,186,,,,,,,
2014-09-02,etc_new_discharges,,,,,,,,,,,,,,0,,,,,,,
2014-09-02,etc_cum_discharges,,,,69,,,,,,,,,,182,,,,,,,
2014-09-02,cum_contacts,150,416,,2171,,,680,,1004,586,208,12,,1363,144,497,106,7338,,1,
2014-09-02,cum_completed_contacts,0,16,,1627,,,357,,88,298,124,12,,1070,104,108,38,3842,,0,
2014-09-02,contacts_followed,150,415,,451,,,323,,916,288,64,0,,170,40,389,63,3275,,6,
2014-09-02,new_contacts,8,0,,103,,,45,,0,0,0,0,,48,0,3,0,207,,0,
2014-09-02,contacts_healthy,150,414,,417,,,323,,916,286,64,,,167,40,385,53,3221,,6,
2014-09-02,contacts_ill,0,1,,0,,,0,,0,0,0,0,,2,0,1,10,14,,0,
2014-09-02,contacts_not_seen,0,0,,34,,,0,,0,2,0,0,,1,0,3,0,40,,0,
2014-09-02,new_completed_contacts,0,0,,180,,,0,,0,0,0,0,,0,38,0,0,218,,0,
2014-09-02,percent_seen,100%,100%,,92%,,,100%,,100%,99%,100%,0%,,99%,100%,99%,100%,99%,,100%,
2014-09-03,population,263619,434937,,653013,,,1040888,,557978,654142,335574,341690,335471,465048,278119,494139,325003,6348350,,168729,
2014-09-03,new_noncase,1,0,,2,,,8,,0,0,0,0,0,4,0,0,1,16,,0,
2014-09-03,new_suspected,0,0,,3,,,0,,0,0,0,0,0,0,0,0,0,3,,0,
2014-09-03,new_probable,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,
2014-09-03,new_confirmed,1,2,,2,,,3,,1,0,1,0,0,14,0,0,4,28,,0,
2014-09-03,cum_noncase,21,19,,417,,,104,,21,76,3,3,22,254,17,20,20,997,,0,
2014-09-03,cum_suspected,2,1,,17,,,5,,3,1,1,0,0,16,0,1,34,81,,0,
2014-09-03,cum_probable,0,0,,0,,,1,,1,1,0,0,0,32,0,1,1,37,,0,
2014-09-03,cum_confirmed,34,19,,367,,,61,,76,52,8,1,0,494,9,44,8,1174,,1,
2014-09-03,death_suspected,0,0,,4,,,1,,1,0,0,0,0,4,0,0,1,11,,0,
2014-09-03,death_probable,0,0,,0,,,1,,1,0,0,0,0,35,0,0,0,37,,0,
2014-09-03,death_confirmed,2,2,,185,,,2,,2,16,1,0,0,181,4,6,2,404,,1,
2014-09-03,cfr,5.9,10.5,,50.4,,,3.3,,2.6,30.8,12.5,0,0,36.6,44.4,13.6,0,34.4,,100,
2014-09-03,etc_new_admission,,,,9,,,,,,,,,,5,,,,,,,
2014-09-03,etc_currently_admitted,,,,50,,,,,,,,,,89,,,,,,,
2014-09-03,etc_cum_admission,,,,353,,,,,,,,,,420,,,,,,,
2014-09-03,etc_new_deaths,,,,1,,,,,,,,,,4,,,,,,,
2014-09-03,etc_cum_deaths,,,,181,,,,,,,,,,194,,,,,,,
2014-09-03,etc_new_discharges,,,,1,,,,,,,,,,0,,,,,,,
2014-09-03,etc_cum_discharges,,,,70,,,,,,,,,,190,,,,,,,
2014-09-03,cum_contacts,150,449,,2192,,,714,,1025,592,208,12,,1379,163,506,106,7497,,1,
2014-09-03,cum_completed_contacts,0,98,,1630,,,385,,88,442,124,12,,1093,114,108,0,4094,,0,
2014-09-03,contacts_followed,150,351,,559,,,329,,935,150,64,0,,170,49,398,62,3223,,6,
2014-09-03,new_contacts,1,33,,21,,,34,,21,6,0,0,,16,9,9,12,162,,0,
2014-09-03,contacts_healthy,150,350,,491,,,329,,892,137,64,0,,169,49,391,53,3081,,6,
2014-09-03,contacts_ill,0,1,,7,,,0,,2,11,0,0,,0,0,4,9,34,,0,
2014-09-03,contacts_not_seen,0,0,,47,,,0,,41,2,0,0,,1,0,3,0,94,,0,
2014-09-03,new_completed_contacts,0,82,,3,,,28,,0,144,0,0,,23,10,0,0,290,,0,
2014-09-03,percent_seen,100%,100%,,89%,,,100%,,96%,99%,100%,0%,,99%,100%,99%,100%,97%,,100%,
2014-09-05,population,263619,434937,,653013,,,1040888,,557978,654142,335574,341690,335471,465048,278119,494139,325003,,,168729,
2014-09-05,new_noncase,5,0,,1,,,15,,2,0,0,0,0,1,0,0,0,,,0,
2014-09-05,new_suspected,0,0,,2,,,0,,0,1,0,0,0,0,0,0,0,,,0,
2014-09-05,new_probable,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,,,0,
2014-09-05,new_confirmed,3,0,,1,,,2,,11,0,0,0,0,6,0,0,0,,,0,
2014-09-05,cum_noncase,27,19,,422,,,121,,23,80,3,3,22,255,17,20,21,,,0,
2014-09-05,cum_suspected,2,1,,22,,,5,,3,4,1,0,0,16,1,1,34,,,0,
2014-09-05,cum_probable,0,0,,0,,,1,,1,1,0,0,0,32,0,1,1,,,0,
2014-09-05,cum_confirmed,39,19,,372,,,66,,89,62,8,1,0,504,12,52,9,,,1,
2014-09-05,death_suspected,0,0,,4,,,1,,1,0,0,0,0,4,0,0,1,,,0,
2014-09-05,death_probable,0,0,,0,,,1,,1,0,0,0,0,35,0,0,0,,,0,
2014-09-05,death_confirmed,2,2,,190,,,3,,3,16,1,0,0,181,6,6,2,,,1,
2014-09-05,cfr,5.1,10.5,,51.1,,,4.5,,3.4,25.8,12.5,0,0,35.9,50,11.5,0,,,100,
2014-09-05,etc_new_admission,,,,,,,,,,,,,,2,,,,,,,
2014-09-05,etc_currently_admitted,,,,,,,,,,,,,,71,,,,,,,
2014-09-05,etc_cum_admission,,,,365,,,,,,,,,,424,,,,,,,
2014-09-05,etc_new_deaths,,,,,,,,,,,,,,1,,,,,,,
2014-09-05,etc_cum_deaths,,,,180,,,,,,,,,,201,,,,,,,
2014-09-05,etc_new_discharges,,,,,,,,,,,,,,0,,,,,,,
2014-09-05,etc_cum_discharges,,,,69,,,,,,,,,,191,,,,,,,
2014-09-05,cum_contacts,156,449,,2227,,,724,,1157,592,208,30,,1381,196,552,133,7837,,32,
2014-09-05,cum_completed_contacts,0,138,,1696,,,385,,88,442,154,12,,1093,121,116,38,4309,,26,
2014-09-05,contacts_followed,156,311,,538,,,339,,1069,150,54,18,,153,75,406,95,3370,,6,
2014-09-05,new_contacts,6,0,,26,,,3,,57,0,0,18,,2,43,6,27,188,,0,
2014-09-05,contacts_healthy,156,310,,493,,,339,,997,148,54,18,,149,73,399,88,3230,,6,
2014-09-05,contacts_ill,0,1,,1,,,0,,14,0,0,0,,4,2,5,7,34,,0,
2014-09-05,contacts_not_seen,0,0,,45,,,0,,59,2,0,0,,1,0,2,0,109,,0,
2014-09-05,new_completed_contacts,0,20,,46,,,0,,0,0,0,0,,0,7,0,0,73,,0,
2014-09-05,percent_seen,100%,100%,,92%,,,100%,,95%,98%,100%,100%,,100%,100%,99%,100%,97%,,100%,
2014-09-06,population,"263,619","434,937",,"653,013",,,"1,040,888",,"557,978","654,142","335,574","341,690","335,471","465,048","278,119","494,139","325,003","6,348,350",,"168,729",
2014-09-06,new_noncase,2,1,,4,,,11,,5,0,0,0,2,0,5,4,1,35,,0,
2014-09-06,new_suspected,0,0,,1,,,1,,2,1,0,0,0,0,1,1,0,7,,0,
2014-09-06,new_probable,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,
2014-09-06,new_confirmed,1,2,,6,,,3,,9,2,0,0,0,0,1,15,3,42,,0,
2014-09-06,cum_noncase,29,20,,426,,,132,,27,80,3,3,24,255,22,24,22,"1,067",,0,
2014-09-06,cum_suspected,2,1,,23,,,6,,5,5,1,0,0,16,2,1,34,96,,0,
2014-09-06,cum_probable,0,0,,0,,,1,,1,1,0,0,0,32,0,1,1,37,,0,
2014-09-06,cum_confirmed,40,21,,378,,,69,,98,64,8,1,0,504,13,67,12,"1,276",,1,
2014-09-06,death_suspected,0,0,,4,,,1,,1,0,0,0,0,4,0,0,1,11,,0,
2014-09-06,death_probable,0,0,,0,,,1,,1,0,0,0,0,35,0,0,0,37,,0,
2014-09-06,death_confirmed,2,2,,190,,,3,,16,16,1,0,0,181,6,6,2,426,,1,
2014-09-06,cfr,5,9.5,,50.3,,,4.3,,16.3,25,12.5,0,0,35.9,46.2,9,0,33.4,,100,
2014-09-06,etc_new_admission,,,,0,,,,,,,,,,2,,,,,,,
2014-09-06,etc_currently_admitted,,,,53,,,,,,,,,,67,,,,,,,
2014-09-06,etc_cum_admission,,,,418,,,,,,,,,,426,,,,,,,
2014-09-06,etc_new_deaths,,,,1,,,,,,,,,,0,,,,,,,
2014-09-06,etc_cum_deaths,,,,181,,,,,,,,,,201,,,,,,,
2014-09-06,etc_new_discharges,,,,1,,,,,,,,,,8,,,,,,,
2014-09-06,etc_cum_discharges,,,,70,,,,,,,,,,199,,,,,,,
2014-09-06,cum_contacts,156,463,,2227,,,724,,1157,592,208,30,,1381,196,533,133,7832,,32,
2014-09-06,cum_completed_contacts,0,153,,1696,,,385,,88,442,154,12,,1093,121,124,38,4332,,26,
2014-09-06,contacts_followed,156,310,,538,,,339,,1069,150,54,18,,153,75,409,95,3372,,6,
2014-09-06,new_contacts,0,14,,0,,,0,,0,0,0,0,,0,0,11,0,25,,0,
2014-09-06,contacts_healthy,156,310,,538,,,339,,1069,146,54,18,,153,75,399,95,3358,,6,
2014-09-06,contacts_ill,0,0,,0,,,0,,0,0,0,0,,0,0,7,0,7,,0,
2014-09-06,contacts_not_seen,0,0,,0,,,0,,0,4,0,0,,0,0,3,0,7,,0,
2014-09-06,new_completed_contacts,0,15,,0,,,0,,0,0,0,0,,0,0,8,0,23,,0,
2014-09-06,percent_seen,100%,100%,,100%,,,100%,,100%,97%,100%,100%,,100%,100%,99%,100%,99%,,100%,
2014-09-07,population,263619,434937,,653013,,,1040888,,557978,654142,335574,341690,335471,465048,278119,494139,325003,6348350,,168729,
2014-09-07,new_noncase,0,0,,7,,,1,,0,0,0,0,0,0,0,0,0,8,,0,
2014-09-07,new_suspected,0,0,,0,,,1,,0,2,1,0,0,0,0,0,0,4,,0,
2014-09-07,new_probable,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,
2014-09-07,new_confirmed,0,0,,6,,,2,,0,1,2,0,0,0,0,0,0,11,,0,
2014-09-07,cum_noncase,29,20,,433,,,133,,27,80,3,3,24,255,22,24,22,1075,,0,
2014-09-07,cum_suspected,2,1,,23,,,7,,5,7,2,0,0,16,2,1,34,100,,0,
2014-09-07,cum_probable,0,0,,0,,,1,,1,1,0,0,0,32,0,1,1,37,,0,
2014-09-07,cum_confirmed,40,21,,384,,,71,,98,65,10,1,0,504,13,67,12,1287,,1,
2014-09-07,death_suspected,0,0,,4,,,1,,1,0,0,0,0,4,0,0,1,11,,0,
2014-09-07,death_probable,0,0,,0,,,1,,1,0,0,0,0,35,0,0,0,37,,0,
2014-09-07,death_confirmed,2,2,,192,,,3,,16,16,1,0,0,181,6,6,2,428,,1,
2014-09-07,cfr,5,9.5,,50,,,4.2,,16.3,24.6,10,0,0,35.9,46.2,9,0,33.3,,100,
2014-09-07,etc_new_admission,,,,8,,,,,,,,,,5,,,,,,,
2014-09-07,etc_currently_admitted,,,,57,,,,,,,,,,72,,,,,,,
2014-09-07,etc_cum_admission,,,,483,,,,,,,,,,431,,,,,,,
2014-09-07,etc_new_deaths,,,,1,,,,,,,,,,2,,,,,,,
2014-09-07,etc_cum_deaths,,,,182,,,,,,,,,,203,,,,,,,
2014-09-07,etc_new_discharges,,,,0,,,,,,,,,,2,,,,,,,
2014-09-07,etc_cum_discharges,,,,70,,,,,,,,,,201,,,,,,,
2014-09-07,cum_contacts,164,463,,2352,,,742,,1258,592,333,30,,1401,200,541,133,8241,,32,
2014-09-07,cum_completed_contacts,0,153,,1729,,,414,,107,442,154,12,,1396,132,124,0,4690,,27,
2014-09-07,contacts_followed,164,310,,532,,,328,,1151,150,179,18,,170,68,417,95,3587,,5,
2014-09-07,new_contacts,8,0,,83,,,18,,10,0,125,0,,10,4,8,0,266,,0,
2014-09-07,contacts_healthy,164,310,,507,,,326,,1139,146,54,18,,169,63,404,87,3392,,5,
2014-09-07,contacts_ill,0,0,,3,,,2,,0,0,0,0,,1,5,10,6,27,,0,
2014-09-07,contacts_not_seen,0,0,,25,,,0,,15,4,0,0,,1,0,3,0,48,,0,
2014-09-07,new_completed_contacts,0,0,,7,,,29,,3,0,0,0,,0,7,0,0,46,,0,
2014-09-07,percent_seen,100%,100%,,96%,,,100%,,99%,97%,30%,100%,,100%,100%,99%,98%,95%,,100%,
2014-09-08,population,263619,434937,,653013,,,1040888,,557978,654142,335574,341690,335471,465048,278119,494139,325003,6348350,,168729,
2014-09-08,new_noncase,7,0,,9,,,5,,3,0,0,0,0,0,0,0,0,24,,0,
2014-09-08,new_suspected,0,0,,0,,,0,,0,0,0,0,0,2,0,0,0,2,,0,
2014-09-08,new_probable,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,
2014-09-08,new_confirmed,2,0,,2,,,5,,3,0,0,0,0,4,1,0,0,17,,0,
2014-09-08,cum_noncase,36,20,,442,,,138,,30,80,3,3,24,255,22,24,22,1099,,0,
2014-09-08,cum_suspected,2,1,,22,,,7,,5,7,2,0,0,18,2,1,34,101,,0,
2014-09-08,cum_probable,0,0,,0,,,1,,1,1,0,0,0,32,0,1,1,37,,0,
2014-09-08,cum_confirmed,42,21,,387,,,76,,101,65,10,1,0,508,14,67,12,1305,,1,
2014-09-08,death_suspected,0,0,,4,,,1,,1,0,0,0,0,4,0,0,1,11,,0,
2014-09-08,death_probable,0,0,,0,,,1,,1,0,0,0,0,35,0,0,0,37,,0,
2014-09-08,death_confirmed,2,2,,197,,,3,,16,16,1,0,0,181,6,6,2,433,,1,
2014-09-08,cfr,4.8,9.5,,50.9,,,3.9,,15.8,24.6,10,0,0,35.6,42.9,9,0,33.2,,100,
2014-09-08,etc_new_admission,,,,0,,,,,,,,,,5,,,,,,,
2014-09-08,etc_currently_admitted,,,,54,,,,,,,,,,69,,,,,,,
2014-09-08,etc_cum_admission,,,,537,,,,,,,,,,436,,,,,,,
2014-09-08,etc_new_deaths,,,,1,,,,,,,,,,5,,,,,,,
2014-09-08,etc_cum_deaths,,,,182,,,,,,,,,,208,,,,,,,
2014-09-08,etc_new_discharges,,,,2,,,,,,,,,,2,,,,,,,
2014-09-08,etc_cum_discharges,,,,72,,,,,,,,,,203,,,,,,,
2014-09-08,cum_contacts,176,533,,2400,,,727,,1348,592,333,30,,1413,206,551,157,8498,,32,
2014-09-08,cum_completed_contacts,0,153,,1758,,,436,,57,442,154,12,,1096,137,124,38,4434,,27,
2014-09-08,contacts_followed,176,380,,605,,,306,,1184,150,179,18,,163,67,427,118,3778,,5,
2014-09-08,new_contacts,12,70,,47,,,0,,90,0,0,0,,22,4,10,24,279,,0,
2014-09-08,contacts_healthy,176,380,,589,,,306,,1165,148,178,18,,162,61,418,87,3693,,5,
2014-09-08,contacts_ill,0,0,,0,,,0,,5,1,0,0,,0,6,5,7,24,,0,
2014-09-08,contacts_not_seen,0,0,,16,,,0,,24,1,0,0,,1,0,4,0,46,,0,
2014-09-08,new_completed_contacts,0,0,,29,,,0,,57,0,0,0,,3,0,0,0,89,,0,
2014-09-08,percent_seen,100%,100%,,97%,,,100%,,99%,99%,99%,100%,,99%,100%,100%,80%,98%,,100%,
2014-09-09,population,263619,434937,,653013,,,1040888,,557978,654142,335574,341690,335471,465048,278119,494139,325003,6348350,,168729,
2014-09-09,new_noncase,3,1,,7,,,9,,1,1,0,0,0,1,0,0,0,23,,0,
2014-09-09,new_suspected,0,0,,1,,,0,,0,0,0,0,0,0,0,2,3,6,,0,
2014-09-09,new_probable,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,
2014-09-09,new_confirmed,4,4,,7,,,9,,4,0,0,0,0,0,0,6,2,36,,0,
2014-09-09,cum_noncase,39,21,,451,,,148,,31,81,4,3,24,256,22,24,23,1127,,0,
2014-09-09,cum_suspected,2,1,,21,,,6,,5,7,1,0,0,18,2,1,36,100,,0,
2014-09-09,cum_probable,0,0,,0,,,1,,1,1,0,0,0,32,0,1,1,37,,0,
2014-09-09,cum_confirmed,46,25,,394,,,85,,105,65,10,1,0,508,14,73,14,1341,,1,
2014-09-09,death_suspected,0,0,,4,,,1,,1,0,0,0,0,4,0,0,1,11,,0,
2014-09-09,death_probable,0,0,,0,,,1,,1,0,0,0,0,35,0,0,0,37,,0,
2014-09-09,death_confirmed,2,2,,199,,,3,,16,16,1,0,0,182,6,6,2,436,,1,
2014-09-09,cfr,4.3,8,,50.5,,,3.5,,15.2,24.6,10,0,0,35.8,42.9,8.2,0,32.5,,100,
2014-09-09,etc_new_admission,,,,0,,,,,,,,,,5,,,,,,,
2014-09-09,etc_currently_admitted,,,,51,,,,,,,,,,74,,,,,,,
2014-09-09,etc_cum_admission,,,,588,,,,,,,,,,441,,,,,,,
2014-09-09,etc_new_deaths,,,,1,,,,,,,,,,2,,,,,,,
2014-09-09,etc_cum_deaths,,,,183,,,,,,,,,,210,,,,,,,
2014-09-09,etc_new_discharges,,,,1,,,,,,,,,,8,,,,,,,
2014-09-09,etc_cum_discharges,,,,73,,,,,,,,,,211,,,,,,,
2014-09-09,cum_contacts,183,533,,2421,,,754,,1417,592,333,20,,1397,206,560,157,8605,,32,
2014-09-09,cum_completed_contacts,0,153,,1810,,,436,,183,456,154,12,,1097,137,170,80,4715,,27,
2014-09-09,contacts_followed,183,380,,621,,,318,,1234,136,178,18,,160,67,390,76,3766,,5,
2014-09-09,new_contacts,7,0,,21,,,12,,69,0,0,2,,6,0,9,0,126,,0,
2014-09-09,contacts_healthy,181,380,,614,,,318,,1155,132,178,18,,158,61,380,69,3649,,5,
2014-09-09,contacts_ill,2,0,,2,,,0,,13,1,0,0,,2,6,4,7,37,,0,
2014-09-09,contacts_not_seen,0,0,,7,,,0,,68,3,0,0,,0,0,6,0,84,,0,
2014-09-09,new_completed_contacts,0,0,,52,,,0,,19,0,0,0,,4,0,46,42,163,,0,
2014-09-09,percent_seen,100%,100%,,99%,,,100%,,100%,98%,100%,100%,,100%,100%,98%,100%,98%,,100%,
2014-09-10,population,263619,434937,,653013,,,1040888,,557978,654142,335574,341690,335471,465048,278119,494139,325003,6348350,,168729,
2014-09-10,new_noncase,3,0,,9,,,5,,1,0,0,0,0,0,0,0,0,19,,1,
2014-09-10,new_suspected,1,0,,3,,,1,,0,0,0,0,0,0,0,0,0,5,,0,
2014-09-10,new_probable,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,
2014-09-10,new_confirmed,3,1,,1,,,4,,14,2,0,1,0,0,0,0,0,26,,0,
2014-09-10,cum_noncase,42,21,,460,,,153,,32,81,4,3,24,256,22,24,23,1146,,1,
2014-09-10,cum_suspected,3,1,,24,,,7,,5,7,1,0,0,18,2,1,36,105,,0,
2014-09-10,cum_probable,0,0,,0,,,1,,1,1,0,0,0,32,0,1,1,37,,0,
2014-09-10,cum_confirmed,49,26,,395,,,89,,119,67,10,2,0,508,14,73,14,1367,,1,
2014-09-10,death_suspected,0,0,,4,,,1,,1,0,0,0,0,4,0,0,1,11,,0,
2014-09-10,death_probable,0,0,,0,,,1,,1,0,0,0,0,35,0,0,0,37,,0,
2014-09-10,death_confirmed,2,2,,206,,,3,,16,16,1,1,0,183,6,6,2,445,,1,
2014-09-10,cfr,4.1,7.7,,52.2,,,3.4,,13.4,23.9,10,50,0,36,42.9,8.2,0,32.6,,100,
2014-09-10,etc_new_admission,,,,9,,,,,,,,,,0,,,,,,,
2014-09-10,etc_currently_admitted,,,,54,,,,,,,,,,61,,,,,,,
2014-09-10,etc_cum_admission,,,,651,,,,,,,,,,441,,,,,,,
2014-09-10,etc_new_deaths,,,,1,,,,,,,,,,7,,,,,,,
2014-09-10,etc_cum_deaths,,,,184,,,,,,,,,,217,,,,,,,
2014-09-10,etc_new_discharges,,,,5,,,,,,,,,,10,,,,,,,
2014-09-10,etc_cum_discharges,,,,78,,,,,,,,,,221,,,,,,,
2014-09-10,cum_contacts,183,533,,2483,,,767,,1514,592,333,68,,1416,206,567,157,8903,,84,
2014-09-10,cum_completed_contacts,0,170,,1821,,,436,,234,456,195,12,,1105,149,176,80,4861,,27,
2014-09-10,contacts_followed,181,363,,589,,,331,,1297,136,137,56,,155,57,391,77,3827,,57,
2014-09-10,new_contacts,0,0,,52,,,13,,97,0,0,38,,19,0,7,0,278,,52,
2014-09-10,contacts_healthy,181,363,,578,,,331,,1155,86,137,55,,155,51,384,71,3604,,57,
2014-09-10,contacts_ill,0,0,,0,,,0,,3,8,0,1,,0,6,4,6,28,,0,
2014-09-10,contacts_not_seen,0,0,,11,,,0,,139,0,0,0,,0,0,3,0,153,,0,
2014-09-10,new_completed_contacts,0,17,,11,,,0,,51,42,41,0,,8,12,6,0,188,,0,
2014-09-10,percent_seen,100%,100%,,98%,,,100%,,89%,69%,100%,100%,,100%,100%,99%,100%,95%,,100%,
2014-09-11,population,263619,434937,,653013,,,1040888,,557978,654142,335574,341690,335471,465048,278119,494139,325003,6348350,,168729,
2014-09-11,new_noncase,0,5,,3,,,3,,1,0,0,1,0,1,2,0,0,16,,0,
2014-09-11,new_suspected,0,1,,2,,,1,,0,2,0,0,0,0,1,0,3,10,,0,
2014-09-11,new_probable,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,
2014-09-11,new_confirmed,0,3,,1,,,5,,13,7,0,1,0,0,3,0,1,34,,0,
2014-09-11,cum_noncase,42,26,,465,,,156,,33,81,4,4,24,257,24,24,23,1164,,1,
2014-09-11,cum_suspected,3,2,,24,,,8,,5,9,1,0,0,18,3,1,39,113,,0,
2014-09-11,cum_probable,0,0,,0,,,1,,1,1,0,0,0,32,0,1,1,37,,0,
